state,year,month,unemployment_rate,employment,labor_force
District of Columbia,2020.0,6.0,8.6,345681,378357
Florida,2020.0,6.0,11.6,8825971,9984792
Georgia,2020.0,6.0,8.4,4566520,4986734
Hawaii,2020.0,6.0,17.3,550175,665341
Idaho,2020.0,6.0,7.5,829188,896772
Illinois,2020.0,6.0,12.6,5462469,6250781
Indiana,2020.0,6.0,10.3,2950669,3288130
Iowa,2020.0,6.0,6.8,1520822,1631941
Kansas,2020.0,6.0,7.5,1379158,1490499
Kentucky,2020.0,6.0,5.3,1822354,1924408
Louisiana,2020.0,6.0,11,1796277,2019373
Maine,2020.0,6.0,6.6,614084,657511
Maryland,2020.0,6.0,8.1,2929355,3187489
Massachusetts,2020.0,6.0,14.7,3223947,3777546
Michigan,2020.0,6.0,14.5,4288978,5013907
Minnesota,2020.0,6.0,8.9,2865047,3143556
Mississippi,2020.0,6.0,9.4,1108062,1222816
Missouri,2020.0,6.0,8,2728634,2966906
Montana,2020.0,6.0,7.7,499115,540468
Nebraska,2020.0,6.0,5.3,985838,1040691
Nevada,2020.0,6.0,18.9,1216199,1498919
New Hampshire,2020.0,6.0,9.6,681744,754070
New Jersey,2020.0,6.0,14.5,3957596,4628508
New Mexico,2020.0,6.0,9,830429,912682
New York,2020.0,6.0,13.6,8210170,9505600
North Carolina,2020.0,6.0,9.8,4299641,4764830
North Dakota,2020.0,6.0,6.5,380841,407323
Ohio,2020.0,6.0,11,5031405,5654610
Oklahoma,2020.0,6.0,8.2,1676501,1826978
Oregon,2020.0,6.0,10.2,1885566,2098606
Pennsylvania,2020.0,6.0,11.3,5733778,6462979
Rhode Island,2020.0,6.0,13.4,494770,571019
South Carolina,2020.0,6.0,7.8,2145445,2327707
South Dakota,2020.0,6.0,5.3,437656,462236
Tennessee,2020.0,6.0,10.2,2919984,3249984
Texas,2020.0,6.0,10.1,12458488,13855506
Utah,2020.0,6.0,6.4,1530068,1635237
Vermont,2020.0,6.0,7.7,308347,334214
Virginia,2020.0,6.0,8.9,3895766,4276850
Washington,2020.0,6.0,11.7,3422076,3875271
West Virginia,2020.0,6.0,10.6,688693,769941
Wisconsin,2020.0,6.0,8.7,2820477,3089775
Wyoming,2020.0,6.0,7.3,272912,294397
Alabama,2020.0,7.0,7.5,2103691,2274751
Alaska,2020.0,7.0,11.1,310124,348894
Arizona,2020.0,7.0,9,3157685,3468223
Arkansas,2020.0,7.0,7.3,1241227,1338897
California,2020.0,7.0,13.1,16561398,19067483
Colorado,2020.0,7.0,6.5,2803025,2997019
Connecticut,2020.0,7.0,11.7,1682788,1905098
Delaware,2020.0,7.0,7.6,444256,480623
District of Columbia,2020.0,7.0,8.7,346376,379497
Florida,2020.0,7.0,11.6,8991703,10171091
Georgia,2020.0,7.0,7.7,4589492,4973882
Hawaii,2020.0,7.0,15.6,570038,675151
Idaho,2020.0,7.0,6.6,842046,901562
Illinois,2020.0,7.0,11.4,5566545,6279917
Indiana,2020.0,7.0,8.9,3022835,3317415
Iowa,2020.0,7.0,6,1534034,1631388
Kansas,2020.0,7.0,6.7,1397670,1497882
Kentucky,2020.0,7.0,5.8,1852225,1965877
Louisiana,2020.0,7.0,10.4,1828760,2041235
Maine,2020.0,7.0,6.3,621578,663393
Maryland,2020.0,7.0,7.9,2946768,3198040
Massachusetts,2020.0,7.0,12.5,3298844,3769749
Michigan,2020.0,7.0,12.5,4333964,4955114
Minnesota,2020.0,7.0,7.8,2925708,3174740
Mississippi,2020.0,7.0,8.3,1130863,1233243
Missouri,2020.0,7.0,7.2,2853908,3074336
Montana,2020.0,7.0,6.7,506184,542691
Nebraska,2020.0,7.0,4.6,993818,1041693
Nevada,2020.0,7.0,16.7,1259686,1511703
New Hampshire,2020.0,7.0,8.3,695257,758132
New Jersey,2020.0,7.0,14.4,4048735,4732543
New Mexico,2020.0,7.0,9,837524,920262
New York,2020.0,7.0,12.6,8347465,9545521
North Carolina,2020.0,7.0,8.7,4388197,4807647
North Dakota,2020.0,7.0,6.2,384074,409306
Ohio,2020.0,7.0,9.8,5134029,5693398
Oklahoma,2020.0,7.0,7.4,1703499,1839352
Oregon,2020.0,7.0,9.2,1920053,2115076
Pennsylvania,2020.0,7.0,10.4,5829724,6507677
Rhode Island,2020.0,7.0,12.2,505541,575844
South Carolina,2020.0,7.0,7.1,2173869,2340450
South Dakota,2020.0,7.0,4.7,441950,463621
Tennessee,2020.0,7.0,9,2978595,3272977
Texas,2020.0,7.0,9.3,12667175,13960798
Utah,2020.0,7.0,5.7,1550316,1644579
Vermont,2020.0,7.0,6.6,311131,333176
Virginia,2020.0,7.0,8.3,3949167,4307354
Washington,2020.0,7.0,10.5,3466585,3874343
West Virginia,2020.0,7.0,9.5,699604,772857
Wisconsin,2020.0,7.0,7.6,2865613,3102968
Wyoming,2020.0,7.0,6.8,273923,293997
Alabama,2020.0,8.0,6.3,2129247,2273305
Alaska,2020.0,8.0,8.6,313403,342738
Arizona,2020.0,8.0,7.9,3197302,3472410
Arkansas,2020.0,8.0,6.4,1249524,1334391
California,2020.0,8.0,11.8,16673712,18910905
Colorado,2020.0,8.0,6.2,2835330,3022293
Connecticut,2020.0,8.0,9.6,1685344,1863999
Delaware,2020.0,8.0,7.4,450709,486581
District of Columbia,2020.0,8.0,8.5,347196,379636
Florida,2020.0,8.0,8.6,9126731,9988796
Georgia,2020.0,8.0,6.8,4607229,4945404
Hawaii,2020.0,8.0,13,585018,672517
Idaho,2020.0,8.0,5.4,852822,901894
Illinois,2020.0,8.0,9.7,5645050,6251667
Indiana,2020.0,8.0,7.2,3081133,3320672
Iowa,2020.0,8.0,5,1547511,1629051
Kansas,2020.0,8.0,5.8,1412936,1499726
Kentucky,2020.0,8.0,5.2,1874051,1976712
Louisiana,2020.0,8.0,9.2,1854529,2041973
Maine,2020.0,8.0,4.2,628349,655665
Maryland,2020.0,8.0,7.2,2958869,3188236
Massachusetts,2020.0,8.0,10.4,3357531,3745616
Michigan,2020.0,8.0,10,4395658,4884241
Minnesota,2020.0,8.0,6.7,2952413,3164264
Mississippi,2020.0,8.0,7.4,1147306,1239063
Missouri,2020.0,8.0,6.4,2864659,3059210
Montana,2020.0,8.0,5.6,511947,542412
Nebraska,2020.0,8.0,3.8,1000566,1040395
Nevada,2020.0,8.0,13.9,1291915,1500711
New Hampshire,2020.0,8.0,6.7,705596,756543
New Jersey,2020.0,8.0,13.3,4121175,4754575
New Mexico,2020.0,8.0,8.6,843798,922907
New York,2020.0,8.0,10.8,8454995,9483036
North Carolina,2020.0,8.0,7.4,4456139,4810221
North Dakota,2020.0,8.0,5.6,386723,409618
Ohio,2020.0,8.0,8.3,5218681,5691651
Oklahoma,2020.0,8.0,6.3,1724940,1841586
Oregon,2020.0,8.0,7.9,1948447,2116350
Pennsylvania,2020.0,8.0,9.3,5901859,6504603
Rhode Island,2020.0,8.0,10.4,513955,573333
South Carolina,2020.0,8.0,6.2,2198823,2344618
South Dakota,2020.0,8.0,3.9,445660,463942
Tennessee,2020.0,8.0,7.6,3028859,3279583
Texas,2020.0,8.0,8,12838098,13961664
Utah,2020.0,8.0,4.8,1567928,1647748
Vermont,2020.0,8.0,5.4,313378,331438
Virginia,2020.0,8.0,7.3,3994372,4310745
Washington,2020.0,8.0,9,3507192,3851942
West Virginia,2020.0,8.0,8.2,708000,771449
Wisconsin,2020.0,8.0,6.3,2901723,3098059
Wyoming,2020.0,8.0,6.2,275020,293244
Alabama,2020.0,9.0,5.9,2145758,2280339
Alaska,2020.0,9.0,7.8,316561,343274
Arizona,2020.0,9.0,7.5,3230463,3492702
Arkansas,2020.0,9.0,5.9,1256469,1335833
California,2020.0,9.0,9.9,16802992,18658461
Colorado,2020.0,9.0,6.3,2864520,3058030
Connecticut,2020.0,9.0,8.8,1688967,1852469
Delaware,2020.0,9.0,7.6,455937,493585
District of Columbia,2020.0,9.0,8.6,348224,380929
Florida,2020.0,9.0,8,9248335,10047622
Georgia,2020.0,9.0,6.5,4625843,4944916
Hawaii,2020.0,9.0,13.3,539759,622851
Idaho,2020.0,9.0,5,861930,906914
Illinois,2020.0,9.0,9.1,5714092,6282727
Indiana,2020.0,9.0,6.5,3128860,3345331
Iowa,2020.0,9.0,4.6,1561403,1637273
Kansas,2020.0,9.0,5.4,1425118,1506805
Kentucky,2020.0,9.0,5,1890728,1990824
Louisiana,2020.0,9.0,8.7,1875707,2055533
Maine,2020.0,9.0,4,635035,661558
Maryland,2020.0,9.0,7.1,2970468,3198191
Massachusetts,2020.0,9.0,9.6,3405859,3767786
Michigan,2020.0,9.0,8.9,4438831,4874366
Minnesota,2020.0,9.0,6.2,2962209,3156538
Mississippi,2020.0,9.0,7.1,1161302,1249420
Missouri,2020.0,9.0,5.9,2874592,3055128
Montana,2020.0,9.0,5.2,516396,544533
Nebraska,2020.0,9.0,3.4,1005563,1041358
Nevada,2020.0,9.0,12.7,1319667,1512177
New Hampshire,2020.0,9.0,6.1,713684,760133
New Jersey,2020.0,9.0,7.4,4185335,4520716
New Mexico,2020.0,9.0,8.7,849778,930263
New York,2020.0,9.0,10.2,8551410,9517449
North Carolina,2020.0,9.0,6.8,4511928,4840818
North Dakota,2020.0,9.0,5.3,388737,410286
Ohio,2020.0,9.0,7.6,5291173,5723287
Oklahoma,2020.0,9.0,5.9,1741504,1851630
Oregon,2020.0,9.0,7.5,1971045,2130328
Pennsylvania,2020.0,9.0,8.7,5955298,6524674
Rhode Island,2020.0,9.0,10,520861,578508
South Carolina,2020.0,9.0,5.8,2219532,2357123
South Dakota,2020.0,9.0,3.6,448677,465564
Tennessee,2020.0,9.0,7.1,3074592,3310277
Texas,2020.0,9.0,7.7,12981702,14059000
Utah,2020.0,9.0,4.5,1582938,1657580
Vermont,2020.0,9.0,4.9,315491,331583
Virginia,2020.0,9.0,6.7,4034648,4323725
Washington,2020.0,9.0,8.2,3545741,3862675
West Virginia,2020.0,9.0,7.6,714523,773605
Wisconsin,2020.0,9.0,5.8,2930742,3111737
Wyoming,2020.0,9.0,5.9,275965,293397
Alabama,2020.0,10.0,5.2,2154595,2273333
Alaska,2020.0,10.0,7.2,318880,343583
Arizona,2020.0,10.0,7,3253386,3497131
Arkansas,2020.0,10.0,5.4,1259976,1331810
California,2020.0,10.0,9.3,16887988,18609671
Colorado,2020.0,10.0,6.2,2883933,3074101
Connecticut,2020.0,10.0,7.9,1688499,1833002
Delaware,2020.0,10.0,5.2,459340,484594
District of Columbia,2020.0,10.0,8.3,348492,379889
Florida,2020.0,10.0,6.9,9338631,10035807
Georgia,2020.0,10.0,5.6,4903658,5196008
Hawaii,2020.0,10.0,11.3,570566,643350
Idaho,2020.0,10.0,4.4,868329,908485
Illinois,2020.0,10.0,8.2,5755856,6269218
Indiana,2020.0,10.0,5.6,3159467,3347475
Iowa,2020.0,10.0,4.2,1572042,1641742
Kansas,2020.0,10.0,4.9,1433041,1507319
Kentucky,2020.0,10.0,4.8,1899849,1996073
Louisiana,2020.0,10.0,8,1888194,2051790
Maine,2020.0,10.0,3.8,640172,665217
Maryland,2020.0,10.0,6.7,2972935,3186354
Massachusetts,2020.0,10.0,8.4,3436699,3751342
Michigan,2020.0,10.0,7.7,4457849,4827190
Minnesota,2020.0,10.0,5.5,2960148,3131796
Mississippi,2020.0,10.0,6.7,1169459,1254061
Missouri,2020.0,10.0,5.4,2880144,3043738
Montana,2020.0,10.0,4.6,518974,544035
Nebraska,2020.0,10.0,3.1,1008168,1040181
Nevada,2020.0,10.0,11.1,1338950,1506544
New Hampshire,2020.0,10.0,5.3,718465,758439
New Jersey,2020.0,10.0,7.1,4229192,4552900
New Mexico,2020.0,10.0,8.4,853260,931255
New York,2020.0,10.0,9.2,8611651,9485291
North Carolina,2020.0,10.0,6.1,4546022,4841029
North Dakota,2020.0,10.0,4.8,389672,409345
Ohio,2020.0,10.0,6.7,5336809,5722806
Oklahoma,2020.0,10.0,5.5,1751641,1853406
Oregon,2020.0,10.0,6.8,1985228,2130210
Pennsylvania,2020.0,10.0,8.1,5984265,6512518
Rhode Island,2020.0,10.0,7,525504,565011
South Carolina,2020.0,10.0,5.3,2233386,2359161
South Dakota,2020.0,10.0,3.3,450706,465928
Tennessee,2020.0,10.0,6.3,3107601,3317329
Texas,2020.0,10.0,7.1,13076265,14074423
Utah,2020.0,10.0,4,1593689,1660656
Vermont,2020.0,10.0,4.3,316513,330863
Virginia,2020.0,10.0,5.9,4058763,4311352
Washington,2020.0,10.0,7.3,3569748,3852136
West Virginia,2020.0,10.0,7,718520,772320
Wisconsin,2020.0,10.0,5.2,2948993,3110418
Wyoming,2020.0,10.0,5.6,276350,292832
Alabama,2020.0,11.0,4.8,2157108,2266541
Alaska,2020.0,11.0,7,320599,344857
Arizona,2020.0,11.0,6.7,3268855,3503661
Arkansas,2020.0,11.0,5.1,1261840,1330332
California,2020.0,11.0,9,16965156,18645846
Colorado,2020.0,11.0,6.2,2897218,3090232
Connecticut,2020.0,11.0,7.5,1686974,1824599
Delaware,2020.0,11.0,5.4,461372,487625
District of Columbia,2020.0,11.0,8,348443,378702
Florida,2020.0,11.0,6.5,9409945,10059672
Georgia,2020.0,11.0,5.3,4909361,5186243
Hawaii,2020.0,11.0,10.5,586084,654968
Idaho,2020.0,11.0,4.2,872680,911332
Illinois,2020.0,11.0,7.8,5785874,6277798
Indiana,2020.0,11.0,5.2,3177280,3352631
Iowa,2020.0,11.0,4.2,1580313,1648907
Kansas,2020.0,11.0,4.6,1437617,1507506
Kentucky,2020.0,11.0,4.8,1904264,1999542
Louisiana,2020.0,11.0,7.6,1896644,2053144
Maine,2020.0,11.0,3.9,644396,670431
Maryland,2020.0,11.0,6.6,2973694,3183549
Massachusetts,2020.0,11.0,7.8,3455226,3747109
Michigan,2020.0,11.0,7.1,4462804,4805259
Minnesota,2020.0,11.0,5.1,2950419,3108516
Mississippi,2020.0,11.0,6.6,1173816,1256992
Missouri,2020.0,11.0,5.1,2883137,3037942
Montana,2020.0,11.0,4.3,520291,543842
Nebraska,2020.0,11.0,3,1008919,1039673
Nevada,2020.0,11.0,10.2,1353393,1507611
New Hampshire,2020.0,11.0,4.9,720943,757804
New Jersey,2020.0,11.0,7.2,4260768,4591781
New Mexico,2020.0,11.0,8.4,855323,933270
New York,2020.0,11.0,8.9,8655601,9505123
North Carolina,2020.0,11.0,5.9,4568785,4852892
North Dakota,2020.0,11.0,4.5,390047,408591
Ohio,2020.0,11.0,6.4,5361397,5729613
Oklahoma,2020.0,11.0,5.3,1757490,1856097
Oregon,2020.0,11.0,6.6,1993461,2133469
Pennsylvania,2020.0,11.0,7.8,5997760,6506621
Rhode Island,2020.0,11.0,7,528738,568673
South Carolina,2020.0,11.0,5.1,2241588,2361097
South Dakota,2020.0,11.0,3.1,451938,466415
Tennessee,2020.0,11.0,5.9,3128513,3324647
Texas,2020.0,11.0,7,13134468,14116639
Utah,2020.0,11.0,3.8,1601128,1664110
Vermont,2020.0,11.0,4.2,317021,330924
Virginia,2020.0,11.0,5.3,4074447,4303410
Washington,2020.0,11.0,6.9,3584338,3851200
West Virginia,2020.0,11.0,6.6,721045,772124
Wisconsin,2020.0,11.0,5,2959623,3114064
Wyoming,2020.0,11.0,5.5,276287,292321
Alabama,2020.0,12.0,4.5,2156403,2257916
Alaska,2020.0,12.0,7.1,321753,346296
Arizona,2020.0,12.0,6.5,3279114,3508888
Arkansas,2020.0,12.0,5,1262592,1329230
California,2020.0,12.0,9,17023645,18707388
Colorado,2020.0,12.0,6.4,2905711,3103640
Connecticut,2020.0,12.0,7.4,1684200,1819771
Delaware,2020.0,12.0,5.6,462360,489830
District of Columbia,2020.0,12.0,7.8,347900,377139
Florida,2020.0,12.0,6.2,9463508,10092467
Georgia,2020.0,12.0,5.1,4911818,5177787
Hawaii,2020.0,12.0,10.2,597876,665803
Idaho,2020.0,12.0,4.2,875590,914166
Illinois,2020.0,12.0,7.6,5807529,6287051
Indiana,2020.0,12.0,5,3184497,3352059
Iowa,2020.0,12.0,4.2,1585106,1654872
Kansas,2020.0,12.0,4.4,1439746,1506105
Kentucky,2020.0,12.0,4.7,1906458,2001059
Louisiana,2020.0,12.0,7.4,1902481,2053751
Maine,2020.0,12.0,4.2,647601,676110
Maryland,2020.0,12.0,6.6,2971601,3182892
Massachusetts,2020.0,12.0,7.4,3464922,3741382
Michigan,2020.0,12.0,6.9,4390823,4718476
Minnesota,2020.0,12.0,4.8,2937276,3086270
Mississippi,2020.0,12.0,6.5,1175885,1258110
Missouri,2020.0,12.0,5,2883451,3034882
Montana,2020.0,12.0,4.2,520895,543566
Nebraska,2020.0,12.0,3,1008589,1039419
Nevada,2020.0,12.0,9.6,1363371,1508616
New Hampshire,2020.0,12.0,4.6,721844,756815
New Jersey,2020.0,12.0,7.3,4279403,4616267
New Mexico,2020.0,12.0,8.4,856189,934977
New York,2020.0,12.0,8.7,8682308,9513387
North Carolina,2020.0,12.0,5.8,4581569,4865981
North Dakota,2020.0,12.0,4.4,390105,407910
Ohio,2020.0,12.0,6.3,5369561,5731408
Oklahoma,2020.0,12.0,5.2,1760434,1856855
Oregon,2020.0,12.0,6.5,1997815,2137370
Pennsylvania,2020.0,12.0,7.6,6000956,6492960
Rhode Island,2020.0,12.0,7,531015,570803
South Carolina,2020.0,12.0,4.9,2245612,2360982
South Dakota,2020.0,12.0,3,452639,466744
Tennessee,2020.0,12.0,5.6,3138133,3324856
Texas,2020.0,12.0,6.9,13167936,14146644
Utah,2020.0,12.0,3.6,1606240,1666498
Vermont,2020.0,12.0,4.3,317197,331368
Virginia,2020.0,12.0,5,4082306,4298543
Washington,2020.0,12.0,6.7,3593814,3853271
West Virginia,2020.0,12.0,6.4,722482,772058
Wisconsin,2020.0,12.0,4.8,2964936,3115844
Wyoming,2020.0,12.0,5.4,275919,291741
Alabama,2021.0,1.0,4.2,2161088,2254758
Alaska,2021.0,1.0,6.9,322832,346800
Arizona,2021.0,1.0,6.3,3275395,3497439
Arkansas,2021.0,1.0,4.9,1264193,1328918
California,2021.0,1.0,8.7,17127940,18763665
Colorado,2021.0,1.0,6.3,2909098,3104044
Connecticut,2021.0,1.0,7.2,1682634,1813308
Delaware,2021.0,1.0,5.8,464648,493127
District of Columbia,2021.0,1.0,7.3,350349,377955
Florida,2021.0,1.0,5.8,9519249,10105097
Georgia,2021.0,1.0,4.9,4937371,5189120
Hawaii,2021.0,1.0,9.5,609459,673312
Idaho,2021.0,1.0,4.1,875366,912959
Illinois,2021.0,1.0,7.2,5857911,6312351
Indiana,2021.0,1.0,4.7,3193284,3352456
Iowa,2021.0,1.0,4.1,1587582,1655861
Kansas,2021.0,1.0,4.1,1443095,1504372
Kentucky,2021.0,1.0,4.6,1911039,2003999
Louisiana,2021.0,1.0,7,1913478,2057542
Maine,2021.0,1.0,4.5,650971,682002
Maryland,2021.0,1.0,6.4,2979760,3183214
Massachusetts,2021.0,1.0,6.8,3480423,3732439
Michigan,2021.0,1.0,6.5,4464007,4772367
Minnesota,2021.0,1.0,4.6,2929629,3071240
Mississippi,2021.0,1.0,6.4,1180487,1261573
Missouri,2021.0,1.0,4.8,2889581,3035817
Montana,2021.0,1.0,4,520673,542440
Nebraska,2021.0,1.0,2.9,1011420,1041758
Nevada,2021.0,1.0,8.9,1369114,1503398
New Hampshire,2021.0,1.0,4.3,723066,755556
New Jersey,2021.0,1.0,7.4,4310263,4652771
New Mexico,2021.0,1.0,8.2,855145,931915
New York,2021.0,1.0,8.5,8749662,9564884
North Carolina,2021.0,1.0,5.6,4598477,4873184
North Dakota,2021.0,1.0,4,391112,407494
Ohio,2021.0,1.0,6.1,5387536,5737522
Oklahoma,2021.0,1.0,5,1768706,1862363
Oregon,2021.0,1.0,6.3,2000576,2135608
Pennsylvania,2021.0,1.0,7.4,6013908,6491480
Rhode Island,2021.0,1.0,6.6,535148,572702
South Carolina,2021.0,1.0,4.6,2252139,2361738
South Dakota,2021.0,1.0,2.8,452893,466000
Tennessee,2021.0,1.0,5.3,3154068,3332130
Texas,2021.0,1.0,6.8,13239022,14197617
Utah,2021.0,1.0,3.4,1612797,1669577
Vermont,2021.0,1.0,4.2,317542,331327
Virginia,2021.0,1.0,4.8,4092868,4299365
Washington,2021.0,1.0,6.4,3612765,3860829
West Virginia,2021.0,1.0,6.4,724222,773631
Wisconsin,2021.0,1.0,4.6,2963582,3106354
Wyoming,2021.0,1.0,5.3,274433,289924
Alabama,2021.0,2.0,3.9,2162443,2250796
Alaska,2021.0,2.0,6.9,323614,347748
Arizona,2021.0,2.0,6.2,3284769,3502838
Arkansas,2021.0,2.0,4.8,1265256,1328912
California,2021.0,2.0,8.6,17189698,18803302
Colorado,2021.0,2.0,6.3,2917188,3113725
Connecticut,2021.0,2.0,7.2,1680475,1810438
Delaware,2021.0,2.0,5.9,465395,494603
District of Columbia,2021.0,2.0,7,350080,376629
Florida,2021.0,2.0,5.5,9566838,10128243
Georgia,2021.0,2.0,4.6,4943080,5183984
Hawaii,2021.0,2.0,9.1,616420,678431
Idaho,2021.0,2.0,4.1,877734,915043
Illinois,2021.0,2.0,7,5875965,6319025
Indiana,2021.0,2.0,4.6,3194663,3348384
Iowa,2021.0,2.0,4.2,1589848,1660122
Kansas,2021.0,2.0,3.9,1444503,1502973
Kentucky,2021.0,2.0,4.6,1914183,2006284
Louisiana,2021.0,2.0,6.8,1918051,2057436
Maine,2021.0,2.0,4.8,653054,685895
Maryland,2021.0,2.0,6.2,2978326,3175990
Massachusetts,2021.0,2.0,6.4,3489627,3728472
Michigan,2021.0,2.0,6.3,4460024,4757958
Minnesota,2021.0,2.0,4.4,2921808,3055700
Mississippi,2021.0,2.0,6.3,1181408,1261262
Missouri,2021.0,2.0,4.8,2891261,3035720
Montana,2021.0,2.0,3.9,521517,542687
Nebraska,2021.0,2.0,2.9,1011759,1042254
Nevada,2021.0,2.0,8.5,1375158,1502587
New Hampshire,2021.0,2.0,4.1,723421,754645
New Jersey,2021.0,2.0,7.4,4318620,4661369
New Mexico,2021.0,2.0,8.2,856309,932772
New York,2021.0,2.0,8.3,8769235,9567436
North Carolina,2021.0,2.0,5.5,4604632,4873283
North Dakota,2021.0,2.0,3.9,391610,407360
Ohio,2021.0,2.0,6,5388331,5734668
Oklahoma,2021.0,2.0,4.9,1771267,1862689
Oregon,2021.0,2.0,6.2,2004862,2137529
Pennsylvania,2021.0,2.0,7.1,6016233,6475772
Rhode Island,2021.0,2.0,6.4,536976,573659
South Carolina,2021.0,2.0,4.5,2255948,2361276
South Dakota,2021.0,2.0,2.8,453528,466536
Tennessee,2021.0,2.0,5.2,3152033,3325920
Texas,2021.0,2.0,6.6,13274585,14215983
Utah,2021.0,2.0,3.3,1617345,1671868
Vermont,2021.0,2.0,4.2,318069,332053
Virginia,2021.0,2.0,4.7,4097631,4298762
Washington,2021.0,2.0,6.2,3624516,3863282
West Virginia,2021.0,2.0,6.1,725420,772789
Wisconsin,2021.0,2.0,4.5,2967108,3106137
Wyoming,2021.0,2.0,5.3,274174,289472
Alabama,2021.0,3.0,3.8,2164425,2249183
Alaska,2021.0,3.0,7,324395,348755
Arizona,2021.0,3.0,6,3296097,3507832
Arkansas,2021.0,3.0,4.7,1267617,1329997
California,2021.0,3.0,8.5,17270928,18871089
Colorado,2021.0,3.0,6.2,2927736,3121205
Connecticut,2021.0,3.0,7.1,1679759,1808904
Delaware,2021.0,3.0,6,466440,496123
District of Columbia,2021.0,3.0,7,350644,376956
Florida,2021.0,3.0,5.4,9622020,10168684
Georgia,2021.0,3.0,4.5,4953012,5184856
Hawaii,2021.0,3.0,8.4,622020,679258
Idaho,2021.0,3.0,4,880488,916954
Illinois,2021.0,3.0,6.8,5897858,6331308
Indiana,2021.0,3.0,4.5,3198232,3347419
Iowa,2021.0,3.0,4.3,1593696,1665807
Kansas,2021.0,3.0,3.8,1446298,1503063
Kentucky,2021.0,3.0,4.6,1918499,2010171
Louisiana,2021.0,3.0,6.6,1923931,2059407
Maine,2021.0,3.0,4.9,654873,688862
Maryland,2021.0,3.0,6.1,2981867,3175455
Massachusetts,2021.0,3.0,6.1,3502286,3730088
Michigan,2021.0,3.0,6.1,4460020,4752272
Minnesota,2021.0,3.0,4.2,2919615,3047382
Mississippi,2021.0,3.0,6.2,1183573,1262028
Missouri,2021.0,3.0,4.7,2894995,3037230
Montana,2021.0,3.0,3.8,522861,543399
Nebraska,2021.0,3.0,2.9,1012776,1043184
Nevada,2021.0,3.0,8,1381288,1501449
New Hampshire,2021.0,3.0,4,724081,754290
New Jersey,2021.0,3.0,7.3,4329549,4668964
New Mexico,2021.0,3.0,8,859059,933552
New York,2021.0,3.0,8.1,8797725,9572842
North Carolina,2021.0,3.0,5.4,4613408,4877348
North Dakota,2021.0,3.0,3.7,392506,407557
Ohio,2021.0,3.0,6,5394758,5737031
Oklahoma,2021.0,3.0,4.8,1775108,1864425
Oregon,2021.0,3.0,6.1,2010800,2141052
Pennsylvania,2021.0,3.0,6.8,6023369,6464392
Rhode Island,2021.0,3.0,6.2,538686,574588
South Carolina,2021.0,3.0,4.3,2261348,2363497
South Dakota,2021.0,3.0,2.8,454294,467282
Tennessee,2021.0,3.0,5.1,3152485,3322826
Texas,2021.0,3.0,6.4,13325633,14243338
Utah,2021.0,3.0,3.1,1622623,1674841
Vermont,2021.0,3.0,4.2,319098,333038
Virginia,2021.0,3.0,4.6,4107572,4303699
Washington,2021.0,3.0,5.9,3639543,3869081
West Virginia,2021.0,3.0,5.9,727204,772808
Wisconsin,2021.0,3.0,4.3,2972461,3107600
Wyoming,2021.0,3.0,5.2,274181,289167
Alabama,2021.0,4.0,3.7,2167136,2250078
Alaska,2021.0,4.0,7,325171,349654
Arizona,2021.0,4.0,5.8,3308575,3513511
Arkansas,2021.0,4.0,4.6,1270234,1330963
California,2021.0,4.0,8.4,17369582,18953854
Colorado,2021.0,4.0,6.2,2939545,3132850
Connecticut,2021.0,4.0,7.2,1680099,1809856
Delaware,2021.0,4.0,6,467569,497291
District of Columbia,2021.0,4.0,7,351794,378365
Florida,2021.0,4.0,5.2,9681495,10214011
Georgia,2021.0,4.0,4.3,4964913,5188316
Hawaii,2021.0,4.0,7.8,626731,679398
Idaho,2021.0,4.0,3.9,883464,919157
Illinois,2021.0,4.0,6.7,5920601,6348410
Indiana,2021.0,4.0,4.4,3202826,3348883
Iowa,2021.0,4.0,4.4,1598547,1672106
Kansas,2021.0,4.0,3.7,1448164,1504490
Kentucky,2021.0,4.0,4.6,1922414,2014190
Louisiana,2021.0,4.0,6.4,1930089,2062219
Maine,2021.0,4.0,5.1,656293,691417
Maryland,2021.0,4.0,5.9,2987782,3176342
Massachusetts,2021.0,4.0,5.9,3517072,3739270
Michigan,2021.0,4.0,6.1,4463260,4755581
Minnesota,2021.0,4.0,4.1,2921525,3045401
Mississippi,2021.0,4.0,6.1,1185594,1262478
Missouri,2021.0,4.0,4.6,2899271,3038838
Montana,2021.0,4.0,3.7,524394,544550
Nebraska,2021.0,4.0,2.9,1014157,1044318
Nevada,2021.0,4.0,7.7,1387263,1502277
New Hampshire,2021.0,4.0,3.9,724879,754456
New Jersey,2021.0,4.0,7.3,4341063,4680821
New Mexico,2021.0,4.0,7.9,863000,936838
New York,2021.0,4.0,7.9,8831174,9589109
North Carolina,2021.0,4.0,5.3,4623125,4881480
North Dakota,2021.0,4.0,3.5,393484,407844
Ohio,2021.0,4.0,5.9,5406127,5743370
Oklahoma,2021.0,4.0,4.7,1779524,1866672
Oregon,2021.0,4.0,5.9,2017324,2144236
Pennsylvania,2021.0,4.0,6.6,6033354,6458242
Rhode Island,2021.0,4.0,6.2,540170,576149
South Carolina,2021.0,4.0,4.2,2267526,2367230
South Dakota,2021.0,4.0,2.8,455087,468139
Tennessee,2021.0,4.0,5,3157183,3324691
