soc_code_clean,high_exposure_score,low_exposure_score,ai_exposure_score,soc_code,occupation_title_2020,employment_2020,occupation_title_2025,employment_2025,pct_change
51-9196,2.3225,2.3366666666666664,-0.01416666666666666,51-9196,"Paper Goods Machine Setters, Operators, and Tenders",99890.0,"Paper Goods Machine Setters, Operators, and Tenders",96130.0,-3.764140554610071
51-9197,1.9975,2.311666666666667,-0.3141666666666669,51-9197,Tire Builders,18820.0,Tire Builders,20770.0,10.361317747077576
51-9198,2.2399999999999998,2.235,0.004999999999999893,51-9198,Helpers--Production Workers,239340.0,Helpers--Production Workers,165700.0,-30.767945182585443
53-1041,3.2775,3.223333333333333,0.054166666666666696,53-1041,Aircraft Cargo Handling Supervisors,10020.0,Aircraft Cargo Handling Supervisors,9760.0,-2.5948103792415167
53-2011,2.4325,2.986666666666667,-0.5541666666666667,53-2011,"Airline Pilots, Copilots, and Flight Engineers",83550.0,"Airline Pilots, Copilots, and Flight Engineers",103560.0,23.949730700179533
53-2012,2.4450000000000003,2.8850000000000002,-0.43999999999999995,53-2012,Commercial Pilots,37120.0,Commercial Pilots,47630.0,28.313577586206897
53-2021,2.4825,2.6416666666666666,-0.15916666666666668,53-2021,Air Traffic Controllers,22190.0,Air Traffic Controllers,22510.0,1.4420910319963949
53-2022,2.9725,3.2100000000000004,-0.23750000000000027,53-2022,Airfield Operations Specialists,10590.0,Airfield Operations Specialists,15190.0,43.437204910292735
53-2031,2.3825000000000003,3.098333333333333,-0.7158333333333329,53-2031,Flight Attendants,116260.0,Flight Attendants,131650.0,13.23757096163771
53-3011,2.51,3.043333333333333,-0.5333333333333332,53-3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",14120.0,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",12630.0,-10.55240793201133
53-3031,2.415,2.5483333333333333,-0.1333333333333333,53-3031,Driver/Sales Workers,420890.0,Driver/Sales Workers,409180.0,-2.7821996246050036
53-3032,2.3125,2.9283333333333332,-0.6158333333333332,53-3032,Heavy and Tractor-Trailer Truck Drivers,1797710.0,Heavy and Tractor-Trailer Truck Drivers,2062040.0,14.703706382008223
53-3033,2.1825,2.5283333333333333,-0.3458333333333332,53-3033,Light Truck Drivers,929470.0,Light Truck Drivers,983300.0,5.7914725596307575
53-3052,2.3475,3.061666666666666,-0.714166666666666,53-3052,"Bus Drivers, Transit and Intercity",162850.0,"Bus Drivers, Transit and Intercity",159240.0,-2.2167638931532085
53-4011,2.3825000000000003,2.83,-0.4474999999999998,53-4011,Locomotive Engineers,37110.0,Locomotive Engineers,33470.0,-9.808676906494206
53-4013,2.37,2.8000000000000003,-0.43000000000000016,53-4013,"Rail Yard Engineers, Dinkey Operators, and Hostlers",4580.0,"Rail Yard Engineers, Dinkey Operators, and Hostlers",3920.0,-14.41048034934498
53-4022,2.1375,2.7550000000000003,-0.6175000000000002,53-4022,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",14630.0,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",12400.0,-15.242652084757346
53-4031,2.36,2.8816666666666664,-0.5216666666666665,53-4031,Railroad Conductors and Yardmasters,44920.0,Railroad Conductors and Yardmasters,46440.0,3.383793410507569
53-4041,1.82,2.8699999999999997,-1.0499999999999996,53-4041,Subway and Streetcar Operators,11250.0,Subway and Streetcar Operators,10200.0,-9.333333333333334
53-5011,2.0324999999999998,2.475,-0.44250000000000034,53-5011,Sailors and Marine Oilers,25570.0,Sailors and Marine Oilers,31670.0,23.856081345326555
53-5021,2.5025,3.0766666666666667,-0.5741666666666667,53-5021,"Captains, Mates, and Pilots of Water Vessels",27590.0,"Captains, Mates, and Pilots of Water Vessels",36850.0,33.56288510329829
53-5022,2.3274999999999997,3.1950000000000003,-0.8675000000000006,53-5022,Motorboat Operators,2380.0,Motorboat Operators,2480.0,4.201680672268908
53-5031,2.66,3.0683333333333334,-0.4083333333333332,53-5031,Ship Engineers,7480.0,Ship Engineers,8400.0,12.299465240641712
53-6011,2.3475,2.513333333333333,-0.16583333333333306,53-6011,Bridge and Lock Tenders,3080.0,Bridge and Lock Tenders,3040.0,-1.2987012987012987
53-6021,2.1574999999999998,2.32,-0.1625000000000001,53-6021,Parking Attendants,123790.0,Parking Attendants,137880.0,11.38217949753615
53-6031,2.9075,2.645,0.2625000000000002,53-6031,Automotive and Watercraft Service Attendants,112750.0,Automotive and Watercraft Service Attendants,102010.0,-9.52549889135255
53-6041,3.11,3.091666666666667,0.01833333333333309,53-6041,Traffic Technicians,7430.0,Traffic Technicians,7860.0,5.787348586810229
53-6051,2.7983333333333333,3.0244444444444443,-0.22611111111111093,53-6051,Transportation Inspectors,27360.0,Transportation Inspectors,24500.0,-10.453216374269006
53-6061,1.5675,2.861666666666667,-1.294166666666667,53-6061,Passenger Attendants,22990.0,Passenger Attendants,27110.0,17.92083514571553
53-7011,1.5025,2.1683333333333334,-0.6658333333333335,53-7011,Conveyor Operators and Tenders,23160.0,Conveyor Operators and Tenders,22930.0,-0.9930915371329878
53-7021,2.1875,2.6233333333333335,-0.4358333333333335,53-7021,Crane and Tower Operators,44060.0,Crane and Tower Operators,42890.0,-2.65546981389015
53-7031,1.9175,2.3249999999999997,-0.40749999999999975,53-7031,Dredge Operators,1750.0,Dredge Operators,1040.0,-40.57142857142857
53-7041,2.2,2.566666666666667,-0.3666666666666667,53-7041,Hoist and Winch Operators,4460.0,Hoist and Winch Operators,2600.0,-41.70403587443946
53-7051,2.15,2.1783333333333332,-0.02833333333333332,53-7051,Industrial Truck and Tractor Operators,640950.0,Industrial Truck and Tractor Operators,774420.0,20.82377720571027
53-7061,2.355,2.5683333333333334,-0.21333333333333337,53-7061,Cleaners of Vehicles and Equipment,341660.0,Cleaners of Vehicles and Equipment,380430.0,11.347538488555873
53-7062,2.385,2.521666666666667,-0.13666666666666716,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",2805200.0,"Laborers and Freight, Stock, and Material Movers, Hand",2950280.0,5.171823755881934
53-7063,2.5,2.2083333333333335,0.2916666666666665,53-7063,Machine Feeders and Offbearers,64240.0,Machine Feeders and Offbearers,42330.0,-34.10647571606476
53-7064,2.465,2.445,0.020000000000000018,53-7064,"Packers and Packagers, Hand",599270.0,"Packers and Packagers, Hand",559820.0,-6.583009328015753
53-7065,2.375,2.263333333333333,0.1116666666666668,53-7065,Stockers and Order Fillers,2210960.0,Stockers and Order Fillers,2833810.0,28.171020733075224
53-7071,2.7775,2.9,-0.12250000000000005,53-7071,Gas Compressor and Gas Pumping Station Operators,3800.0,Gas Compressor and Gas Pumping Station Operators,3510.0,-7.631578947368421
53-7072,2.7075,2.2966666666666664,0.4108333333333336,53-7072,"Pump Operators, Except Wellhead Pumpers",10580.0,"Pump Operators, Except Wellhead Pumpers",9780.0,-7.561436672967864
53-7073,2.4725,2.3516666666666666,0.12083333333333357,53-7073,Wellhead Pumpers,12050.0,Wellhead Pumpers,17990.0,49.29460580912863
53-7081,1.915,2.1733333333333333,-0.2583333333333333,53-7081,Refuse and Recyclable Material Collectors,120850.0,Refuse and Recyclable Material Collectors,147240.0,21.836988001654944
53-7121,2.185,2.4483333333333333,-0.2633333333333332,53-7121,"Tank Car, Truck, and Ship Loaders",12610.0,"Tank Car, Truck, and Ship Loaders",10700.0,-15.14670896114195
