soc_code_clean,high_exposure_score,low_exposure_score,ai_exposure_score,soc_code,occupation_title
29-1215,2.7575000000000003,2.4283333333333332,0.32916666666666705,29-1215,Family Medicine Physicians
29-1216,3.38,2.665,0.7149999999999999,29-1216,General Internal Medicine Physicians
29-1217,3.0,2.3283333333333336,0.6716666666666664,29-1217,Neurologists
29-1218,3.1475,2.486666666666667,0.6608333333333332,29-1218,Obstetricians and Gynecologists
29-1221,2.8225000000000002,2.7100000000000004,0.11249999999999982,29-1221,"Pediatricians, General"
29-1222,2.685,2.013333333333333,0.6716666666666669,29-1222,"Physicians, Pathologists"
29-1223,2.7525,2.7716666666666665,-0.019166666666666554,29-1223,Psychiatrists
29-1224,2.8449999999999998,2.02,0.8249999999999997,29-1224,Radiologists
29-1229,2.90875,2.4833333333333334,0.42541666666666655,29-1229,"Physicians, All Other"
29-1241,3.015,2.2966666666666664,0.7183333333333337,29-1241,"Ophthalmologists, Except Pediatric"
29-1291,2.7925,2.405,0.3875000000000002,29-1291,Acupuncturists
29-1292,1.9425,2.1350000000000002,-0.19250000000000034,29-1292,Dental Hygienists
29-1299,2.7062500000000003,2.4291666666666667,0.27708333333333357,29-1299,"Healthcare Diagnosing or Treating Practitioners, All Other"
29-2031,2.5825,2.3283333333333336,0.25416666666666643,29-2031,Cardiovascular Technologists and Technicians
29-2032,2.5525,2.165,0.3875000000000002,29-2032,Diagnostic Medical Sonographers
29-2033,3.135,2.5116666666666667,0.6233333333333331,29-2033,Nuclear Medicine Technologists
29-2034,3.07,2.6533333333333333,0.4166666666666665,29-2034,Radiologic Technologists and Technicians
29-2035,2.7225,2.5566666666666666,0.1658333333333335,29-2035,Magnetic Resonance Imaging Technologists
29-2036,3.2125,1.9883333333333333,1.2241666666666666,29-2036,Medical Dosimetrists
29-2043,2.5025,3.0500000000000003,-0.5475000000000003,29-2043,Paramedics
29-2051,3.5125,2.9716666666666662,0.5408333333333339,29-2051,Dietetic Technicians
29-2052,3.2199999999999998,2.3633333333333333,0.8566666666666665,29-2052,Pharmacy Technicians
29-2053,2.4625,2.73,-0.26750000000000007,29-2053,Psychiatric Technicians
29-2055,2.3625,2.348333333333333,0.01416666666666666,29-2055,Surgical Technologists
29-2056,2.81,2.3733333333333335,0.43666666666666654,29-2056,Veterinary Technologists and Technicians
29-2057,2.635,2.146666666666667,0.48833333333333284,29-2057,Ophthalmic Medical Technicians
29-2061,2.7424999999999997,2.3116666666666665,0.4308333333333332,29-2061,Licensed Practical and Licensed Vocational Nurses
29-2072,3.135,2.185,0.9499999999999997,29-2072,Medical Records Specialists
29-2081,3.4025,2.5833333333333335,0.8191666666666664,29-2081,"Opticians, Dispensing"
29-2091,3.245,3.1833333333333336,0.061666666666666536,29-2091,Orthotists and Prosthetists
29-2092,3.58,2.91,0.6699999999999999,29-2092,Hearing Aid Specialists
29-2099,2.7675,2.3983333333333334,0.36916666666666664,29-2099,"Health Technologists and Technicians, All Other"
29-9091,2.4675,2.7616666666666667,-0.2941666666666669,29-9091,Athletic Trainers
29-9092,2.81,2.381666666666667,0.42833333333333323,29-9092,Genetic Counselors
29-9093,2.44,2.3183333333333334,0.12166666666666659,29-9093,Surgical Assistants
29-9099,2.2975,2.5616666666666665,-0.26416666666666666,29-9099,"Healthcare Practitioners and Technical Workers, All Other"
31-1131,2.3449999999999998,2.7383333333333333,-0.39333333333333353,31-1131,Nursing Assistants
31-1132,1.58,2.3783333333333334,-0.7983333333333333,31-1132,Orderlies
31-1133,2.2525,2.3466666666666667,-0.09416666666666673,31-1133,Psychiatric Aides
31-2011,2.465,2.8766666666666665,-0.4116666666666666,31-2011,Occupational Therapy Assistants
31-2012,2.6950000000000003,2.66,0.03500000000000014,31-2012,Occupational Therapy Aides
31-2021,2.7,2.638333333333333,0.06166666666666698,31-2021,Physical Therapist Assistants
31-2022,2.445,2.638333333333333,-0.19333333333333336,31-2022,Physical Therapist Aides
31-9011,1.8475000000000001,2.0833333333333335,-0.23583333333333334,31-9011,Massage Therapists
31-9091,2.8200000000000003,2.2866666666666666,0.5333333333333337,31-9091,Dental Assistants
31-9092,3.185,2.5233333333333334,0.6616666666666666,31-9092,Medical Assistants
31-9093,2.5675,2.5366666666666666,0.030833333333333268,31-9093,Medical Equipment Preparers
31-9094,2.7775,1.4749999999999999,1.3025,31-9094,Medical Transcriptionists
31-9095,2.615,2.188333333333333,0.4266666666666672,31-9095,Pharmacy Aides
31-9096,2.8775,2.311666666666667,0.565833333333333,31-9096,Veterinary Assistants and Laboratory Animal Caretakers
31-9097,2.84,2.4433333333333334,0.3966666666666665,31-9097,Phlebotomists
31-9099,2.4325,2.2383333333333333,0.19416666666666682,31-9099,"Healthcare Support Workers, All Other"
33-1011,2.9625000000000004,2.891666666666667,0.0708333333333333,33-1011,First-Line Supervisors of Correctional Officers
33-1012,2.275,2.8049999999999997,-0.5299999999999998,33-1012,First-Line Supervisors of Police and Detectives
33-1021,3.0425,3.7216666666666662,-0.6791666666666663,33-1021,First-Line Supervisors of Firefighting and Prevention Workers
33-1091,3.3874999999999997,3.0050000000000003,0.3824999999999994,33-1091,First-Line Supervisors of Security Workers
33-2011,2.365,3.3083333333333336,-0.9433333333333334,33-2011,Firefighters
33-2021,2.5875,3.4516666666666667,-0.8641666666666667,33-2021,Fire Inspectors and Investigators
33-2022,3.055,3.11,-0.054999999999999716,33-2022,Forest Fire Inspectors and Prevention Specialists
33-3011,2.205,2.3850000000000002,-0.18000000000000016,33-3011,Bailiffs
33-3012,2.91,2.7399999999999998,0.17000000000000037,33-3012,Correctional Officers and Jailers
33-3021,2.7675,2.43,0.3374999999999999,33-3021,Detectives and Criminal Investigators
33-3031,2.9625,3.3716666666666666,-0.4091666666666667,33-3031,Fish and Game Wardens
33-3041,2.325,2.1933333333333334,0.13166666666666682,33-3041,Parking Enforcement Workers
33-3051,2.6925,2.8891666666666667,-0.19666666666666677,33-3051,Police and Sheriff's Patrol Officers
33-3052,2.7225,3.176666666666667,-0.45416666666666705,33-3052,Transit and Railroad Police
33-9011,2.7350000000000003,2.8633333333333333,-0.12833333333333297,33-9011,Animal Control Workers
33-9021,2.9775,2.3583333333333334,0.6191666666666666,33-9021,Private Detectives and Investigators
33-9031,3.26,2.135,1.125,33-9031,Gambling Surveillance Officers and Gambling Investigators
33-9032,3.2350000000000003,3.376666666666667,-0.1416666666666666,33-9032,Security Guards
33-9091,1.415,2.1133333333333333,-0.6983333333333333,33-9091,Crossing Guards and Flaggers
33-9092,1.9825,2.611666666666667,-0.6291666666666669,33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers"
33-9093,1.785,2.3366666666666664,-0.5516666666666665,33-9093,Transportation Security Screeners
33-9094,1.8575,2.4483333333333337,-0.5908333333333338,33-9094,School Bus Monitors
33-9099,3.0075000000000003,2.7266666666666666,0.2808333333333337,33-9099,"Protective Service Workers, All Other"
35-1011,3.1775,2.5716666666666668,0.6058333333333334,35-1011,Chefs and Head Cooks
35-1012,2.7675,2.6149999999999998,0.1525000000000003,35-1012,First-Line Supervisors of Food Preparation and Serving Workers
35-2011,1.9175,2.1133333333333333,-0.1958333333333333,35-2011,"Cooks, Fast Food"
35-2012,2.7075,2.143333333333333,0.5641666666666669,35-2012,"Cooks, Institution and Cafeteria"
35-2013,2.6075,2.2216666666666667,0.38583333333333325,35-2013,"Cooks, Private Household"
35-2014,1.5575,1.6916666666666667,-0.13416666666666655,35-2014,"Cooks, Restaurant"
35-2015,1.6600000000000001,1.9083333333333334,-0.2483333333333333,35-2015,"Cooks, Short Order"
35-2021,1.5875,1.7866666666666668,-0.19916666666666694,35-2021,Food Preparation Workers
35-3011,2.465,2.21,0.2549999999999999,35-3011,Bartenders
35-3023,2.3575,2.0516666666666663,0.3058333333333336,35-3023,Fast Food and Counter Workers
35-3031,2.275,1.9349999999999998,0.3400000000000001,35-3031,Waiters and Waitresses
35-3041,2.4125,2.2266666666666666,0.18583333333333352,35-3041,"Food Servers, Nonrestaurant"
35-9011,1.9100000000000001,2.065,-0.1549999999999998,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers
35-9021,1.365,1.6733333333333336,-0.30833333333333357,35-9021,Dishwashers
35-9031,2.1525,2.0283333333333333,0.12416666666666654,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop"
37-1011,2.6799999999999997,2.42,0.2599999999999998,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers
37-1012,3.0275,3.16,-0.13250000000000028,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers"
37-2011,1.735,2.08,-0.345,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners"
37-2012,1.8525,2.29,-0.4375,37-2012,Maids and Housekeeping Cleaners
37-2021,2.65,2.7266666666666666,-0.07666666666666666,37-2021,Pest Control Workers
37-3011,1.7425,2.095,-0.35250000000000026,37-3011,Landscaping and Groundskeeping Workers
37-3012,3.0525,2.981666666666667,0.0708333333333333,37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation"
37-3013,1.9725,2.58,-0.6075000000000002,37-3013,Tree Trimmers and Pruners
39-1013,3.5300000000000002,2.566666666666667,0.9633333333333334,39-1013,First-Line Supervisors of Gambling Services Workers
39-1014,3.035,2.7100000000000004,0.32499999999999973,39-1014,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services"
39-1022,2.8200000000000003,2.9133333333333336,-0.09333333333333327,39-1022,First-Line Supervisors of Personal Service Workers
39-2011,2.44,2.341666666666667,0.09833333333333316,39-2011,Animal Trainers
39-2021,2.4025,2.2566666666666664,0.14583333333333348,39-2021,Animal Caretakers
39-3011,2.455,2.141666666666667,0.313333333333333,39-3011,Gambling Dealers
39-3012,2.865,1.9749999999999999,0.8900000000000003,39-3012,Gambling and Sports Book Writers and Runners
39-3021,2.62,2.1933333333333334,0.42666666666666675,39-3021,Motion Picture Projectionists
39-3031,2.3525,1.99,0.36250000000000004,39-3031,"Ushers, Lobby Attendants, and Ticket Takers"
39-3091,2.14,2.308333333333333,-0.168333333333333,39-3091,Amusement and Recreation Attendants
39-3092,2.4025,2.3366666666666664,0.06583333333333341,39-3092,Costume Attendants
39-3093,2.535,2.39,0.14500000000000002,39-3093,"Locker Room, Coatroom, and Dressing Room Attendants"
39-4011,2.6799999999999997,2.67,0.009999999999999787,39-4011,Embalmers
39-4021,2.6875,2.5116666666666667,0.17583333333333329,39-4021,Funeral Attendants
39-4031,3.125,2.733333333333333,0.39166666666666705,39-4031,"Morticians, Undertakers, and Funeral Arrangers"
39-5011,2.615,2.585,0.03000000000000025,39-5011,Barbers
39-5012,2.3075,2.2966666666666664,0.010833333333333695,39-5012,"Hairdressers, Hairstylists, and Cosmetologists"
39-5091,2.285,2.39,-0.10499999999999998,39-5091,"Makeup Artists, Theatrical and Performance"
39-5092,1.9825,2.0016666666666665,-0.019166666666666554,39-5092,Manicurists and Pedicurists
39-5093,1.6375,1.9833333333333334,-0.34583333333333344,39-5093,Shampooers
39-5094,2.645,2.2483333333333335,0.3966666666666665,39-5094,Skincare Specialists
39-6011,2.39,2.7183333333333333,-0.32833333333333314,39-6011,Baggage Porters and Bellhops
39-6012,2.6574999999999998,2.495,0.16249999999999964,39-6012,Concierges
39-9011,2.06,2.2399999999999998,-0.17999999999999972,39-9011,Childcare Workers
39-9031,2.3575,2.1633333333333336,0.19416666666666638,39-9031,Exercise Trainers and Group Fitness Instructors
39-9032,2.75,2.658333333333333,0.09166666666666679,39-9032,Recreation Workers
39-9041,2.825,2.9783333333333335,-0.15333333333333332,39-9041,Residential Advisors
41-1011,3.2525,2.28,0.9725000000000001,41-1011,First-Line Supervisors of Retail Sales Workers
41-1012,2.965,2.1416666666666666,0.8233333333333333,41-1012,First-Line Supervisors of Non-Retail Sales Workers
41-2011,2.6925,2.188333333333333,0.5041666666666669,41-2011,Cashiers
41-2012,2.83,1.9566666666666668,0.8733333333333333,41-2012,Gambling Change Persons and Booth Cashiers
41-2021,2.8725,2.3183333333333334,0.5541666666666667,41-2021,Counter and Rental Clerks
41-2022,3.59,2.736666666666667,0.853333333333333,41-2022,Parts Salespersons
41-2031,2.7675,2.2516666666666665,0.5158333333333336,41-2031,Retail Salespersons
41-3011,3.19,1.9166666666666667,1.2733333333333332,41-3011,Advertising Sales Agents
41-3021,2.9325,2.4,0.5325000000000002,41-3021,Insurance Sales Agents
41-3031,3.54,2.1016666666666666,1.4383333333333335,41-3031,"Securities, Commodities, and Financial Services Sales Agents"
41-3041,2.8275,2.0483333333333333,0.7791666666666668,41-3041,Travel Agents
41-3091,2.99,2.0483333333333333,0.9416666666666669,41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel"
41-4011,3.0275,2.379166666666667,0.648333333333333,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products"
41-4012,2.9125,2.223333333333333,0.6891666666666669,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products"
41-9011,2.17,2.1333333333333333,0.036666666666666625,41-9011,Demonstrators and Product Promoters
41-9012,1.3824999999999998,1.5816666666666668,-0.19916666666666694,41-9012,Models
41-9021,3.4025,2.3683333333333336,1.0341666666666662,41-9021,Real Estate Brokers
41-9022,3.195,2.645,0.5499999999999998,41-9022,Real Estate Sales Agents
41-9031,3.2075,2.231666666666667,0.9758333333333331,41-9031,Sales Engineers
41-9041,2.62,1.8766666666666667,0.7433333333333334,41-9041,Telemarketers
41-9091,2.4375,1.8950000000000002,0.5424999999999998,41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers"
43-1011,3.2475,2.1266666666666665,1.1208333333333336,43-1011,First-Line Supervisors of Office and Administrative Support Workers
43-2011,2.895,2.098333333333333,0.7966666666666669,43-2011,"Switchboard Operators, Including Answering Service"
43-2021,2.5,1.9000000000000001,0.5999999999999999,43-2021,Telephone Operators
43-3011,3.19,1.6266666666666667,1.5633333333333332,43-3011,Bill and Account Collectors
43-3021,3.535,2.0483333333333333,1.4866666666666668,43-3021,Billing and Posting Clerks
43-3031,3.5575,1.825,1.7325000000000002,43-3031,"Bookkeeping, Accounting, and Auditing Clerks"
43-3041,3.0599999999999996,1.9783333333333335,1.081666666666666,43-3041,Gambling Cage Workers
43-3051,3.98,1.555,2.425,43-3051,Payroll and Timekeeping Clerks
43-3061,3.465,2.578333333333333,0.8866666666666667,43-3061,Procurement Clerks
43-3071,3.015,2.0283333333333333,0.9866666666666668,43-3071,Tellers
43-4011,3.2775,1.805,1.4725,43-4011,Brokerage Clerks
43-4021,3.725,2.0483333333333333,1.6766666666666667,43-4021,Correspondence Clerks
43-4031,3.3600000000000003,2.106666666666667,1.2533333333333334,43-4031,"Court, Municipal, and License Clerks"
43-4041,3.3674999999999997,2.0749999999999997,1.2925,43-4041,"Credit Authorizers, Checkers, and Clerks"
43-4051,3.205,2.313333333333333,0.891666666666667,43-4051,Customer Service Representatives
43-4061,3.2375,2.4066666666666667,0.8308333333333331,43-4061,"Eligibility Interviewers, Government Programs"
43-4071,3.35,2.4,0.9500000000000002,43-4071,File Clerks
43-4081,3.215,2.56,0.6549999999999998,43-4081,"Hotel, Motel, and Resort Desk Clerks"
43-4111,3.21,2.185,1.025,43-4111,"Interviewers, Except Eligibility and Loan"
43-4121,2.6525,2.0316666666666667,0.6208333333333331,43-4121,"Library Assistants, Clerical"
43-4131,3.3125,1.7666666666666666,1.5458333333333334,43-4131,Loan Interviewers and Clerks
43-4141,3.615,2.055,1.56,43-4141,New Accounts Clerks
43-4151,3.5300000000000002,2.6316666666666664,0.8983333333333339,43-4151,Order Clerks
43-4161,2.9050000000000002,1.8533333333333335,1.0516666666666667,43-4161,"Human Resources Assistants, Except Payroll and Timekeeping"
43-4171,2.93,2.0083333333333333,0.9216666666666669,43-4171,Receptionists and Information Clerks
43-4181,2.7325,2.7916666666666665,-0.05916666666666659,43-4181,Reservation and Transportation Ticket Agents and Travel Clerks
43-5011,3.385,3.0033333333333334,0.3816666666666664,43-5011,Cargo and Freight Agents
43-5021,1.925,2.283333333333333,-0.35833333333333317,43-5021,Couriers and Messengers
43-5031,2.8875,2.983333333333333,-0.09583333333333277,43-5031,Public Safety Telecommunicators
43-5032,2.8075,2.6833333333333336,0.12416666666666654,43-5032,"Dispatchers, Except Police, Fire, and Ambulance"
43-5041,2.7525,2.611666666666667,0.14083333333333314,43-5041,"Meter Readers, Utilities"
43-5051,2.925,2.4949999999999997,0.43000000000000016,43-5051,Postal Service Clerks
43-5052,2.1125000000000003,2.4266666666666667,-0.3141666666666665,43-5052,Postal Service Mail Carriers
43-5053,1.8775,1.7166666666666668,0.16083333333333316,43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators"
43-5061,2.9124999999999996,2.13,0.7824999999999998,43-5061,"Production, Planning, and Expediting Clerks"
43-5071,3.0225,2.375,0.6475,43-5071,"Shipping, Receiving, and Inventory Clerks"
43-5111,3.025,2.091666666666667,0.9333333333333331,43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping"
43-6011,3.1075,1.9166666666666667,1.1908333333333332,43-6011,Executive Secretaries and Executive Administrative Assistants
43-6012,3.3375,2.1283333333333334,1.2091666666666665,43-6012,Legal Secretaries and Administrative Assistants
43-6013,3.305,2.1633333333333336,1.1416666666666666,43-6013,Medical Secretaries and Administrative Assistants
43-6014,3.505,2.1983333333333333,1.3066666666666666,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive"
43-9021,3.1725,2.085,1.0875,43-9021,Data Entry Keyers
43-9022,3.2975,2.131666666666667,1.165833333333333,43-9022,Word Processors and Typists
43-9031,2.6174999999999997,1.325,1.2924999999999998,43-9031,Desktop Publishers
43-9041,2.9625,1.8583333333333334,1.1041666666666665,43-9041,Insurance Claims and Policy Processing Clerks
43-9051,2.33,1.9166666666666667,0.41333333333333333,43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service"
43-9061,3.0575,1.9283333333333335,1.1291666666666667,43-9061,"Office Clerks, General"
43-9071,2.585,1.945,0.6399999999999999,43-9071,"Office Machine Operators, Except Computer"
43-9081,2.2225,1.3533333333333333,0.8691666666666669,43-9081,Proofreaders and Copy Markers
43-9111,3.8549999999999995,1.695,2.1599999999999993,43-9111,Statistical Assistants
45-1011,2.755,2.8433333333333337,-0.08833333333333382,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers"
45-2011,2.835,2.5100000000000002,0.32499999999999973,45-2011,Agricultural Inspectors
45-2021,2.9074999999999998,2.518333333333333,0.38916666666666666,45-2021,Animal Breeders
45-2041,1.75,2.0100000000000002,-0.26000000000000023,45-2041,"Graders and Sorters, Agricultural Products"
45-2091,2.275,2.475,-0.20000000000000018,45-2091,Agricultural Equipment Operators
45-2092,2.205,2.08,0.125,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse"
45-2093,2.6875,2.52,0.16749999999999998,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals"
45-4011,2.3025,2.6266666666666665,-0.32416666666666627,45-4011,Forest and Conservation Workers
45-4021,1.6725,2.0316666666666667,-0.35916666666666663,45-4021,Fallers
45-4022,1.3975,2.518333333333333,-1.1208333333333331,45-4022,Logging Equipment Operators
45-4023,2.51,2.235,0.2749999999999999,45-4023,Log Graders and Scalers
47-1011,2.66625,3.249166666666667,-0.5829166666666672,47-1011,First-Line Supervisors of Construction Trades and Extraction Workers
47-2011,2.35,2.4483333333333333,-0.09833333333333316,47-2011,Boilermakers
47-2021,2.0425,2.766666666666666,-0.7241666666666662,47-2021,Brickmasons and Blockmasons
47-2022,2.19,2.7716666666666665,-0.5816666666666666,47-2022,Stonemasons
47-2031,2.825,3.1350000000000002,-0.31000000000000005,47-2031,Carpenters
47-2041,2.3625,2.705,-0.34250000000000025,47-2041,Carpet Installers
47-2042,2.0925000000000002,2.921666666666667,-0.8291666666666666,47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles"
47-2043,2.245,2.935,-0.69,47-2043,Floor Sanders and Finishers
47-2044,2.2875,2.603333333333333,-0.31583333333333297,47-2044,Tile and Stone Setters
47-2051,2.0700000000000003,2.6199999999999997,-0.5499999999999994,47-2051,Cement Masons and Concrete Finishers
47-2053,2.0925000000000002,2.815,-0.7224999999999997,47-2053,Terrazzo Workers and Finishers
47-2061,1.6925,2.7066666666666666,-1.0141666666666667,47-2061,Construction Laborers
47-2071,1.9775,2.685,-0.7075,47-2071,"Paving, Surfacing, and Tamping Equipment Operators"
47-2072,2.4074999999999998,3.1633333333333336,-0.7558333333333338,47-2072,Pile Driver Operators
47-2073,1.7525,2.5766666666666667,-0.8241666666666667,47-2073,Operating Engineers and Other Construction Equipment Operators
47-2081,2.4050000000000002,2.9583333333333335,-0.5533333333333332,47-2081,Drywall and Ceiling Tile Installers
47-2082,2.005,2.6933333333333334,-0.6883333333333335,47-2082,Tapers
47-2111,2.3375,2.8466666666666662,-0.5091666666666663,47-2111,Electricians
47-2121,2.16,2.8216666666666668,-0.6616666666666666,47-2121,Glaziers
47-2131,1.8475,2.6016666666666666,-0.7541666666666667,47-2131,"Insulation Workers, Floor, Ceiling, and Wall"
47-2132,2.95,3.5083333333333333,-0.5583333333333331,47-2132,"Insulation Workers, Mechanical"
47-2141,1.7974999999999999,2.603333333333333,-0.8058333333333332,47-2141,"Painters, Construction and Maintenance"
47-2142,2.605,2.775,-0.16999999999999993,47-2142,Paperhangers
47-2151,2.2275,2.7283333333333335,-0.5008333333333335,47-2151,Pipelayers
47-2152,2.79125,3.3808333333333334,-0.5895833333333336,47-2152,"Plumbers, Pipefitters, and Steamfitters"
47-2161,2.0324999999999998,2.795,-0.7625000000000002,47-2161,Plasterers and Stucco Masons
47-2171,2.7125,2.965,-0.25249999999999995,47-2171,Reinforcing Iron and Rebar Workers
47-2181,2.1025,3.1183333333333336,-1.0158333333333336,47-2181,Roofers
47-2211,2.6624999999999996,2.8716666666666666,-0.20916666666666694,47-2211,Sheet Metal Workers
47-2221,2.425,3.3983333333333334,-0.9733333333333336,47-2221,Structural Iron and Steel Workers
47-2231,2.885,3.526666666666667,-0.641666666666667,47-2231,Solar Photovoltaic Installers
47-3011,1.7675,2.6016666666666666,-0.8341666666666665,47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters"
47-3012,2.2725,2.9599999999999995,-0.6874999999999996,47-3012,Helpers--Carpenters
47-3013,2.885,3.436666666666667,-0.5516666666666672,47-3013,Helpers--Electricians
47-3014,1.6875,2.0816666666666666,-0.39416666666666655,47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons"
47-3015,2.44,3.0749999999999997,-0.6349999999999998,47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters"
47-3016,2.8725,3.483333333333333,-0.6108333333333329,47-3016,Helpers--Roofers
47-4011,3.16875,3.1483333333333334,0.02041666666666675,47-4011,Construction and Building Inspectors
47-4021,2.8600000000000003,3.2416666666666667,-0.3816666666666664,47-4021,Elevator and Escalator Installers and Repairers
47-4031,2.4125,3.2899999999999996,-0.8774999999999995,47-4031,Fence Erectors
47-4041,2.565,3.1483333333333334,-0.5833333333333335,47-4041,Hazardous Materials Removal Workers
47-4051,2.3024999999999998,3.0433333333333334,-0.7408333333333337,47-4051,Highway Maintenance Workers
47-4061,2.8449999999999998,3.2433333333333336,-0.39833333333333387,47-4061,Rail-Track Laying and Maintenance Equipment Operators
47-4071,2.455,3.08,-0.625,47-4071,Septic Tank Servicers and Sewer Pipe Cleaners
47-5011,2.2275,2.63,-0.40249999999999986,47-5011,"Derrick Operators, Oil and Gas"
47-5012,2.355,2.6300000000000003,-0.27500000000000036,47-5012,"Rotary Drill Operators, Oil and Gas"
47-5013,2.95,2.935,0.015000000000000124,47-5013,"Service Unit Operators, Oil and Gas"
47-5022,1.83,2.545,-0.7149999999999999,47-5022,"Excavating and Loading Machine and Dragline Operators, Surface Mining"
47-5023,2.1425,2.7216666666666662,-0.5791666666666662,47-5023,"Earth Drillers, Except Oil and Gas"
47-5032,2.8075,2.91,-0.10250000000000004,47-5032,"Explosives Workers, Ordnance Handling Experts, and Blasters"
47-5041,1.915,2.561666666666667,-0.646666666666667,47-5041,Continuous Mining Machine Operators
47-5043,1.935,2.546666666666667,-0.6116666666666668,47-5043,"Roof Bolters, Mining"
47-5044,1.6975,2.2783333333333333,-0.5808333333333333,47-5044,"Loading and Moving Machine Operators, Underground Mining"
47-5051,2.3675,2.59,-0.2224999999999997,47-5051,"Rock Splitters, Quarry"
47-5071,1.935,2.3983333333333334,-0.4633333333333334,47-5071,"Roustabouts, Oil and Gas"
47-5081,2.3425,2.75,-0.4075000000000002,47-5081,Helpers--Extraction Workers
49-1011,3.0700000000000003,2.6966666666666668,0.3733333333333335,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers"
49-2011,3.2975,2.8516666666666666,0.4458333333333333,49-2011,"Computer, Automated Teller, and Office Machine Repairers"
49-2021,3.1025,2.7449999999999997,0.3575000000000004,49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers"
49-2022,2.83,2.703333333333333,0.12666666666666693,49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers"
49-2091,3.105,2.7216666666666662,0.38333333333333375,49-2091,Avionics Technicians
49-2092,2.395,2.58,-0.18500000000000005,49-2092,"Electric Motor, Power Tool, and Related Repairers"
49-2093,3.385,3.03,0.355,49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment"
49-2094,3.05,2.7466666666666666,0.30333333333333323,49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment"
49-2095,2.9699999999999998,3.035,-0.06500000000000039,49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay"
49-2096,2.9,2.688333333333333,0.2116666666666669,49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles"
49-2097,2.735,2.615,0.11999999999999966,49-2097,Audiovisual Equipment Installers and Repairers
49-2098,2.61,2.765,-0.15500000000000025,49-2098,Security and Fire Alarm Systems Installers
49-3011,2.61,3.0050000000000003,-0.39500000000000046,49-3011,Aircraft Mechanics and Service Technicians
49-3021,2.1625,2.6133333333333333,-0.4508333333333332,49-3021,Automotive Body and Related Repairers
49-3022,2.4875,2.6466666666666665,-0.15916666666666668,49-3022,Automotive Glass Installers and Repairers
49-3023,2.5475000000000003,2.533333333333333,0.014166666666667105,49-3023,Automotive Service Technicians and Mechanics
49-3031,2.55,3.1833333333333336,-0.6333333333333337,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists
49-3041,2.6875,2.6016666666666666,0.08583333333333343,49-3041,Farm Equipment Mechanics and Service Technicians
49-3042,2.535,2.9616666666666664,-0.4266666666666663,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines"
49-3043,2.3825,2.9683333333333337,-0.5858333333333339,49-3043,Rail Car Repairers
49-3051,2.935,3.016666666666667,-0.081666666666667,49-3051,Motorboat Mechanics and Service Technicians
49-3052,2.5324999999999998,2.5516666666666663,-0.019166666666666554,49-3052,Motorcycle Mechanics
49-3053,2.5825,3.0116666666666667,-0.4291666666666667,49-3053,Outdoor Power Equipment and Other Small Engine Mechanics
49-3091,2.8525,3.1483333333333334,-0.2958333333333334,49-3091,Bicycle Repairers
49-3092,2.6075,3.091666666666667,-0.48416666666666686,49-3092,Recreational Vehicle Service Technicians
49-3093,2.07,2.585,-0.5150000000000001,49-3093,Tire Repairers and Changers
49-9011,2.7,2.905,-0.20499999999999963,49-9011,Mechanical Door Repairers
49-9012,2.825,2.89,-0.06499999999999995,49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door"
49-9021,3.4475,3.438333333333333,0.009166666666666767,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers"
