job_title,cluster,cluster_v2
Navy Maintenance Data Systems Analyst,5,27
Data Privacy Analyst,23,52
"Machine Learning Platform Engineer, Sr. Stafff - 47590BR",24,14
Data Visualization Expert( BI Developer),17,9
DOH - Sr. Azure Data Warehouse Developer,17,9
Python Data Scientist,12,40
"Manager, Data Engineer",7,3
BIGDATA ENGINEER,6,36
Data Quality Engineer - Tableau,28,0
Big Data Engineer #: 19-02049,6,17
Lead Data Platform Engineer-Construction Technology,13,58
Human Resources Data & Systems Analyst-HRIS-FT-BHC-#3599,10,27
Sr Data Business Analyst II /Business Consultant (Quill),25,55
"Business Data Analyst, AbbVie Endocrinology (Abbott Park, hybrid)",25,55
Lead ETL Data Integration Developer,17,9
Technical Data Product Manager,7,44
Data Center IT Technician,15,2
Marketing Database Manager,7,50
Senior Business Systems Analyst - ML and Data Science(Oniste 3-4 days/week),25,27
Data Center Union Lead Engineer,27,58
Master Data Management Leader,10,53
Data Annotation Supervisor,10,29
"Sr SAP Analyst, Master Data Systems",5,27
Databricks Administrator,19,26
Future Opportunity - Data Engineering Manager,7,22
Data Center Quality Inspector I,28,57
Data Center Technician - Minneapolis - On-site,15,2
Cloud Data Center Operations Manager,2,32
"MLS Manager III (Deputy Election Director), Grade M3",7,4
Data Center Operations Manager,2,32
"Business, Data & Training Services Supervisor",10,29
Data Governance Coordinator - PM,23,38
Data Center Supervisor/ Team Lead,27,25
Manager - Data Quality,28,57
Expression of Interest: Data Science Manager,18,1
"Manager, Product Management - Data Management",7,53
Senior Clinical Data Manager,7,46
Data Integration API Manager,7,3
Configuration Data Management Specialist,21,53
Manager Provider Data Management – Managed Care - (LA8996),7,53
"Senior Manager, Data Science, Imaging AI",18,1
POPULATION HEALTH DATA ANALYST MANAGER,7,3
AI / ML Developer with Python,3,12
Machine Learning Engineer (Senior-Principal) – Hybrid working / San Francisco Bay Area ($180-280k),24,14
"Medical technologist - MLT - Liverpool, NY.",20,33
"Medical Technologist (MT, CLS, MLS)",20,11
"Medical Lab Scientist/MLT, Core Lab, 3rd Shift - Pennsylvania Hospital, $7500 SIGN ON BONUS!",11,45
Founding AI/ML Engineer,3,12
Medical Technologist (MT)/Medical Lab Tech (MLT),20,35
Principal Machine Learning Engineer (WildFire),24,14
Lead Data Engineer-DE -- US,27,58
Electronic Medical Record Data Interface Architect,29,31
Senior Corporate Data Scientist,12,40
Data Scientist - Tiktok commerce,12,40
"Associate, Data Acquisition",10,37
Volunteer: Fortune 500 Risk Simulation based on PGE Bankruptcy Data for Wildfire RIsk,26,16
Sr Principal Scientist – Computational Biology AI/ML - Amgen,3,12
Laboratory Scientist/MLS/CLS/MT - New Kent Emergency Center - PRN (4 hrs/week),11,11
Data Architect/Data Modeler,29,13
"SLM Data Lead - Austin, TX (Onsite)",27,58
Data Modeler with NoSQL Database - Local to PA,10,13
ML Autonomy Architect,3,12
Sr. Engineer/Modeler (Data & Integration) - 3179838,6,13
Senior Data Modeler,10,13
MongoDB Data Modeler,10,13
Database Architect with Security Clearance,1,19
Senior Data Pipeline Architect,29,31
Data Modeler with NoSQL Database,10,13
"MongoDB Data Modeler at McLean, VA",10,13
Data Architect/Modeler,29,13
"Norwegian Metadata Specialist (Movies and TV Shows) in Austin, TX",21,5
Data Architect - Commercial Aesthetics,29,31
Cloud Data Architect – FLRAA Digital Enterprise,29,31
Sr. Business Intelligence / Data Architect,25,55
"Data Scientist, Infrastructure",12,40
Downstream Associate - Chromatography Data Review,10,37
Research Data Specialist ll,21,5
"Medical Technologist, West Point FMC, FT, Days, var hours, will consider MLT.",20,33
PHARMACY DATA ENTRY SUPERVISOR,22,29
Lead Data Scientist- AD Tech,27,58
Senior Construction Manager - Data Centers,14,3
Environmental Data Manager,7,3
Computation Health Data Manager II-Developmental Neuroscience,7,3
Senior Manager Data Science (multiple openings) - IHM,18,1
Head of Computer Vision and Machine Learning,24,14
"Manager, Data and Business Intelligence",25,55
Data Assurance - Vice President,10,39
Data Owner Lead-Vice President,27,58
Critical Environment Supervisor (Data Center Facilities),15,29
Volunteer: Board Vice President #MLK,26,16
Data Center Facilities Operator,15,2
Head of Procurement Innovation and Data,10,39
Principal Machine Learning Researcher with Security Clearance,1,19
Claims Manager - Data Recovery Experience,7,3
Vice President- Applied AI/ML,3,12
Principal Enterprise Architect - ML/AI/GenAI,3,12
"Lead Technical Program Manager, Data Center Design",27,58
Principal Engineer/Staff Consultant - Space Data Management Architect,4,18
Oracle Cloud Master Data Management Consultant (Oracle Procurement and MDM Applications,10,39
Data & Analytics IT Project Manager,8,24
Volunteer: Event Producer #MLK,26,16
Technical Program Manager - Data Privacy,23,52
Program Manager (Data Governance),23,38
Data Systems Acquisition Program Manager,7,27
"Principal Engineer, Data Analytics and Governance - Remote",4,38
100% ONSITE: Bigdata Developer,17,9
Assistant Project Manager Data Center Construction,14,24
"Manager, Quality Data and Analytics",28,57
"Managing Technical Consultant, Environmental Data Management (Senior Level)",10,15
"Senior Counsel, Global Data Protection and Cyber Security Compliance and Privacy",23,52
Iowa City Copper Fiber Data Prevailing Wage,10,39
Lead Data Quality Engineer,28,57
Business Engineer - Manufacturing Data Analyst,25,55
Data Center Technician - Baltimore - On-site,15,2
Assistant/Associate Professor - Data Analytics and Data Engineering,8,54
Adjunct Faculty - Business and Data Science,18,1
Assistant Professor of Statistics & Data Science,18,54
MLT/MT (Weekend Package),20,35
Data Architect (Hybrid),29,31
"Project Architect, AIA (Data Centers/Mission Critical)",29,24
Machine Learning Computer Architect,24,14
Database and Applications Solutions Architect,29,31
Database Architect Jr. TS/SCI (080-23),29,42
Software Data Architect,29,31
Data Architect for AI,29,31
"Senior, Data Engineer - Data Ventures",6,34
Data Engineer III - Supply Chain and Site OPS,10,4
"Manager, Data Analytics and A/B Testing",8,51
Data Science Workflows Architect,18,1
"Staff Software Engineer, Database Engine",16,6
"Staff, Product Manager - Data Steward",7,44
Product Manager for Data Analytics & Software Products,8,44
"Senior Machine Learning Engineer, Generative AI",24,14
"Senior, Data Engineer - Supply Chain and Site OPS",6,39
"Software Architect - Expert - 13021 (J2EE, XML, IBM, Websphere)",29,31
Lead Database Architect - (Security+ required),29,28
Business Analyst - Enterprise Data Warehouse,25,55
Machine Learning Product Manager,24,14
"Sr. Engineer/Modeler (Data & Integration) - ONSITE in Portland, OR, USA",10,13
Assistant Staff - Machine Learning Algorithm Developer,24,14
Business Data Analyst - III (829871),25,55
"MLS 2 , 2nd Shift Blood Bank – Vanderbilt Laboratory Services",11,45
R&D Data Scientist,12,40
"TECHNICAL LEAD - GENERATIVE AI (DATA SCIENCE, SOLU (1020455)",18,1
Medical Lab Scientist - MLS / Medical Technologist Blood Bank - BLOOD,11,45
Senior Data Operations Manager (1010086),2,32
Medical Technologist/ MLT - Full Time Nights,20,33
Medical Technologist/ MLT - Part Time Days,20,33
"Associate Counsel, Business Affairs (Data Privacy)",23,52
DATA CENTER AND RECORDS MANAGER-SS with Security Clearance,1,19
Data Management Analyst-TechDoc Librarian,5,53
Midlevel Cybersecurity/Data Privacy Associate Attorney,23,52
Data Engineer Manager,7,3
"Senior Analyst, Integrated Master Data",5,48
Data Analytics / BI Support (2022-0027),8,51
"Senior Data Scientist, Business Intelligence",25,55
Data Visualization Analyst,5,21
"Senior Analyst, Data Standards",5,48
"Marketing Operations Analyst (Must Have Data Analytics Strong excel, formulas, pivot tables)",2,50
Senior Data Analyst - Ethics and Compliance,5,48
"Data Engineer 2 (Menlo Park, CA hybrid) #3328",6,36
Lead Data Transformation Analyst,27,58
Data Management Analyst (BI),5,53
Junior Data Analyst (Part-time),5,39
Senior Data Analyst (Blockchain) 10+ years Exp - (Local to Dallas / Full Time Employee / W2 Contract),10,39
ISD Data Analyst IV,5,21
1st shift Mail Data Processor $24 per hour,10,39
Regional Business Data Analyst,25,55
Data Management Analyst - Avendra,5,53
Business & Data Analyst,25,55
Market Data Developer - Leading Global Hedge Fund -  Excellent Compensation + Benefits,17,9
Lead Data Analyst / Power Platform Consultant,13,15
"BUSINESS ANALYSTS WITH DATA ANALYSIS EXPERIENCE-locals______________-NYC, NY",10,56
DEA Data Analyst 2 - US Citizens Only,5,21
Data Analyst/Business Process Engineer,25,55
"Data Reporting Analyst  (Boston, Tampa, or Jersey City )",10,39
Business Analyst – AML/KYC Client Lifecycle,25,55
Data Management Consultant/ Business Execution Consultant - W2 Position,10,15
"Project Manager , Enterprise Data Analytics ,Management Consultant.",8,24
Cloud Data Warehouse Sr. Technical Requirements Analyst,5,59
Senior Security Sys Analyst-Data Security-$10K Sign-On-FT  BHC,1,19
Data Reporting Analyst (Hybrid Schedule),5,21
"Real Estate – Real Estate Securities Operations (Liquids Operations), Associate (Data Governance/Reporting)",2,32
"Senior Business Data Analyst, MDM – SAP (Hybrid)",25,55
Facilities and Data Center Technicians (Reston),15,2
RESEARCH DATA SUPERVISOR II,10,29
Infrastructure - Data Center Project Manager,15,24
FAMLY SERVICES CASE MANAGER,7,3
CRM Data Steward,10,39
Service Supervisor - Citizen House MLK,10,29
Deals Tech & Data Solutions (Financial Analytics) - Manager,8,47
"Senior Manager, Data Analytics",8,51
"Senior Manager, Clinical Data Management",7,46
Tribute Database Manager,7,28
BSA/AML/OFAC Department Manager [Full-Time],10,39
Data Center Senior Program Manager-Delivery of Network and Data,15,3
Sr. ML OPS Engineer,3,12
Senior Python Engineer (with strong SQL and Data Engineering experience),6,22
Customer Service Representative/Data Tracker (Bilingual),9,39
Research Scientist -- Machine Learning and Signal Processing for Multimodal Perception,24,14
"Senior Data Scientist, Irving TX",12,40
Volunteer: AI Based Database Management Volunteer or Intern,26,16
Controls Engineer (Data Centers),6,36
"Lead, Machine Learning- AIGC",24,14
Enterprise Data Modeler (HYBRID),10,13
Licensed Insurance Sales Agent - Roamly,10,39
Volunteer: Research and Data Entry Assistants,26,16
Director of Machine Learning Research,24,14
Lab Scientist (MT/MLT/CLS/CLT) - Full-time (0.8) Days,11,11
ML Accelorator Modeling,3,12
"Sr. Data Scientist || O’Fallon, MO (onsite required)",12,40
Data warehousing lead,27,58
Expert Enterprise Architect - AI/ML,3,12
"Sr Solutions Architect, AWS Startups - Artificial Intelligence & Machine Learning",24,14
Application Architect (8+ years designing and reviewing logical and physical data models in SQL and/or PL/SQL),10,39
Senior Developer - Data Modeler,17,13
"Data Architect, Denver Health Medical Plan",29,31
Volunteer: Fundraisers needed Change Agent Network (WECAN): Uganda; Tanzania; Rwanda; Botswana; Burundi #MLK,26,16
Data Modeler I,10,13
Consultant Financial Data Analyst,5,47
Looking for Data Modeler - Mclean VA - Contract,10,13
Systems Data Modeler SDM (2024-0009),10,13
"Hungarian Metadata Specialist (Movies & TV Shows) in Austin, TX",21,5
"Dutch Metadata Specialist (Movies & TV Shows) in Austin, TX",21,5
"Danish Metadata Specialist (Movies & TV Shows) in Austin, TX",21,5
"Japanese Metadata Specialist (Movies & TV Shows) in Austin, TX",21,5
"Swedish Metadata Specialist (Movies & TV Shows) in Austin, TX",21,5
"Traditional Chinese (Hong Kong) Metadata Specialist (Movies & TV Shows) in Austin, TX",21,5
"Czech Metadata Specialist (Movies & TV Shows) in Austin, TX",21,5
Data Modeler - BI Analytics - Onsite (Full Time),8,13
Senior Data Modeler Hybrid New Jersey 10 year Experience,10,13
Databricks Architect -Should have worked in AWS environment,29,26
Commissioning Manager - Data Center Construction,14,2
Data Engineer Hybrid,6,36
Data Engineer (Only W2),6,36
ML Engineer - Data & Advanced Analytics,8,51
HR Data Analytics Specialist,21,5
Submit an application for general employment at Crumley Roberts,10,39
Machine Learning and AI Scientist,24,14
.NET with Azure ML studio,3,12
Data Engineer - Reference Genome,6,36
Sr. Big Data / Software Developer,17,17
"Business Analyst III - Accounting & Data Governance, IS Operational Experience",23,38
Lead Data Test Engineer,27,58
Full Stack Engineer (ML),3,12
TSDS Touch Systems Data Entry) - Middle School,22,10
AI/ML Product Owner,3,12
Database Developer 3,17,9
Sr. ETL Data Engineer- REMOTE,6,23
Solution Architect-Data,29,31
ML Tech Lead,27,58
Architect (Data Center),29,31
Logistics Data Entry Analyst,22,10
Item Master Data Custodian,10,39
Health Services Data Analyst-Finance,5,39
Data Developer - Senior,17,9
Operational Data & Analytics Analyst,8,51
Data Engineer Level 2 (C2C),6,36
"Sr. Pre-Construction Manager, ADC Pre Construction - Data Center Construction",14,2
Data Scientist (Computational Biology),12,40
Data Integration Architect cum Project Manager- Remote,29,23
"Projektleiter (m/w/d) Großschaden/-Projekte - Nürnberg und Umland in Nuremberg, Deutschland",10,39
Senior Site Reliability Engineer - Data Infrastructure (Seattle),6,39
Business Analyst Data SQL,25,55
High School Speech-Language Pathologist: FMLA,9,39
"Sr. HR Manager, HR Systems and Data Analysis",10,56
Senior Data Analyst - Cryptography \u0026 Governance,23,38
Assistant Professor - Computer Science AIML,18,54
Senior Manager - Customer Data Management,7,53
Lead Health Data Coordinator - HYBRID,27,58
Medical Laboratory Technologist/Scientist (MLT/MLS),11,43
"Data Scientist, Senior Manager",12,40
Database Administrator Senior with Security Clearance,1,19
Informatics/Clinical Data Analyst RN,10,46
"Principle Engineer, Data Analytics Engineering - Java/Spring",8,22
Health Information Management Data Integrity Analyst,10,53
EPA Fellowship on Data Curation and Analysis of Nanomaterial Database,10,56
Aircraft Systems Configuration Data Manager,7,27
Data Governance Architect,23,38
Global Data Entry Manager,22,10
Staff Data Scientist (Deep Learning),12,40
Data Scientist - Natural Language Processing,9,40
Site Reliability Engineer - AML,10,39
Construction Project Manager - Data Center - Indianapolis,14,24
"Senior Technical Program Manager, Data Security",7,3
Master Data Management Lead (Reliability Engineer with O&G exp),27,53
Sr. Cloud Data Engineer with Security Clearance,1,19
MLS Team Lead Hematology Lab Full-Time Day Shift,27,25
Volunteer: Data Entry Assistant,26,16
People Technology and Data Specialist,21,5
Data Manager with Security Clearance,1,19
Medical Technologist (MT/MLT) - 10K sign on bonus + Relocation Package,20,33
Data Center Architect (Infra Practitioner role)-US,29,31
"Senior Data Scientist, Pricing and Promotions",12,40
Medical Technologist/ MLT - Part Time,20,33
Microbiology Medical Technologist or MLT,20,33
Machine Learning Scientist - Natural Language Processing (NLP) - Vice President - Machine Learning Center of Excellence,24,14
"Data Center Facilities Manager, Dojo",15,2
Data Delivery Manager,7,3
Recruiter/Data collector,10,39
"Manager, Master Data",7,3
"Performance CHEF, SOUS - MLB Training Camp - West Palm Beach FL",10,39
Senior RCM Data Engineer - Data Operations,2,32
Medical Technologist or MLT - Microbiology Nights Southwest,20,33
Manager Master Data (Americas),7,3
Applications Dev & Test - Data Scientist 4 Data Scientist 4 #: 23-07122,12,40
Senior Strategic Data Analyst with Security Clearance,1,19
Data Manager/Bookkeeper,7,3
"Manager, Data Management",7,53
"Staff Engineer - Machine Learning | Remote - Dallas, TX",24,14
Mission Data Analyst - Sr. Staff/Senior with Security Clearance,1,19
Securities Data Consultant,10,15
"Data Analyst with Min 6-10yrs exp in planning, organizing, and conducting research in various areas(Webcam Interview)(HYBRID)",10,39
Sr. IT Manager - Data Reporting & Analytics,8,51
Senior Clinical Data Scientist - Focus on Statistics,12,46
Senior Data and Controls Engineer (Hardware),6,34
Research Data Specialist l,21,5
Sr Manager Advanced Analytics and Data Science,18,1
"Staff Program Manager, Data Augmentation",7,3
Big Data Cloud Architect,29,17
RN Field Supervisor- Personal Care- MLTC- Queens,10,29
2023-2024 Temporary Grade 8 Science Teacher - Hamlin Middle School,18,1
Freight Forwarder Data Reporter,5,21
"IT Manager - Microsoft AD, Azure, O365, Database, and SecOps",7,28
Data Analytics Audit Team Leader,8,25
Vesalius : Head of Data Science,18,1
MLS Coordinator,10,45
Staff Data Engineer - Data Platform,13,36
Data & Analytics Portfolio Manager (Hybrid) (W2),8,51
Product Usage Data Analytics Scientist,8,44
"Senior AI/ML Solutions Architect, Global Life Sciences",3,12
